,content,sentiment,value
3501,Good app. No lags. Does what it says. I'm happy.,Positive,1
3502,Happy to see my progress. It's a great app to keep a track for my daily routines and things which I paid limited attention to create that into my regular day to day life.,Positive,1
3503,I'm a big kid. I'd love it if the circles you tap to colour in were star shaped.,Positive,1
3504,It's a quite useful program. Works reliably.,Positive,1
3505,If wish the images of quotes would have the previous option too,Positive,1
3506,I like the app but dont like the big list of discussions about guys not trying to masterbate at the bottom.,Positive,1
3507,It helps me to change my habbit,Positive,1
3508,Simple but effective.,Positive,1
3509,Wish it had a little more options but still great and easy app,Positive,1
3510,This has been a great app to build habits. I would give it a 5 star but your limited to only 5 habits at a time. You can get more but theres a pay wall,Positive,1
3511,"Looks like it's not supported anymore. Shame. I used it for about a year and really liked it. Edit - looks like it works again, no idea when it stopped being broken as no dev ever responded to my inquiries about the malfunctions. Four stars because I liked it while I used it but I have found something better (Loop). Instead of once ""per week"" you can set a goal of once per # of days. Works better for me, and is more useful.",Positive,1
3512,Great tool,Positive,1
3513,Very good quality app for habits,Positive,1
3514,Simple yet perfectly helping me achieve my goals,Positive,1
3515,Very Helpful app for us to quit/join any kind of habit With the help of this app i have now completed my 60 days of no smoking challenge Thankyou habit bull,Positive,1
3516,Already helped a lot. Wish it had more colors.,Positive,1
3517,Good habit tracking app!,Positive,1
3518,"Tracks many tasks in great detail (statistics available on averages and streaks, etc). It has progressive tasks, so you can check on goals that are multiple times daily (like drinking water) and come up with more info than ""pass/fail"". My only qualm is the color. The display is very busy and colorful. I would also like a quicker interface for ""progressive"" tasks.",Positive,1
3519,Why there is different icon showing of app in play store and different on my phone pls make it same,Positive,1
3520,Great app,Positive,1
3521,"Wonderful app! I'm just wondering if I overlooked something, because if, for instance, I set a habit to ""every 3 days"" but end up doing it every 2 days instead, the app is counting the 3rd day as a fail? Which seems very strange to me, since I actually did better than needed!",Positive,1
3522,This has been a pretty indispensable tool for me. It motivates me to do the tasks that sometimes I would really rather not do like put in eye drops or exercise. My personality requires checklists or I'll find excuses to skip doing things.,Positive,1
3523,It's a little too early to tell. So far pretty good.,Positive,1
3524,Really remarkable app.,Positive,1
3525,Get me focused and motivated,Positive,1
3526,I liked this app it is really helping me and reminding me to do things on time and I am able to be proactive,Positive,1
3527,Sehr hilfreich.,Negative,0
3528,Home,Negative,0
3529,Genial!,Positive,1
3530,Can UI can be improved to add habits with more customisation.,Positive,1
3531,great!,Positive,1
3532,Numerical entries should default to the previous days value,Positive,1
3533,Easy to use and helpful to keep good habits on track.,Positive,1
3534,C'est bon,Negative,0
3535,Loved it. Motivates me to keep me on track with my set targets.,Positive,1
3536,Ok,Positive,1
3537,I love this app for easily tracking my habits to work towards personal goals. There's only two things that could make this app better: being able to disable decimals on specific habits (to count full numbers would be great as you do sets of a workout and make updating the count easier) and not losing the progress of a goal if you change the specifications to meet it (like going from doing 10 to 20 pushups a day and not losing the streak from before the change was made).,Positive,1
3538,Bug has been fixed! Now i can use it with all my devices!,Negative,0
3539,Great tool!,Positive,1
3540,Useful app,Positive,1
3541,Good app really helpful....but i think it should include permanent tracker in the dropdown menu,Positive,1
3542,Great to get started with a healthier lifestyle.,Positive,1
3543,Great for keeping track of my workout and non drinking days.,Positive,1
3544,Free and easy to track ur new habits,Positive,1
3545,Great!! its simple....,Positive,1
3546,Good app to track habits,Positive,1
3547,Animations are a bit choppy and mediocre design but great functionality,Positive,1
3548,only 5 hapits for free,Positive,1
3549,Easy to use but it seems really basic,Positive,1
3550,Love it except I can't change the positive memes at the bottom anymore.,Positive,1
3551,Great app... I am using it for a while... Functionality wise it the best in the market... It can get updated in terms of visuals and performance,Positive,1
3552,UI/UX can be improved a bit more,Positive,1
3553,i like the design,Positive,1
3554,Heyyy dear Developers..!! Love the app.. but have a issue in it.. IDK if it is only with me.. the App doesn't show any reminder after 1 day of setting a habit goal.. only 1st day it does..,Positive,1
3555,Extremely easy user interface. Helpsnin using the app more and note the goals.,Positive,1
3556,It is all for me about habits i wasn't able to work on it but in this one it is so helpful just i have one issue i don't know if didn't find it or it is not at the program that if u need to remind your self more than one time in the day i just remind my self once a day i don't know if it in the app or not,Positive,1
3557,Amazing experience,Positive,1
3558,Best habit tracker app i have used,Positive,1
3559,Easy to use and very flexible.,Positive,1
3560,Great way to hold yourself accountable for setting goals,Positive,1
3561,It's cool because it's gives me motivation to push myself and allow me to see my struggle in addiction for every day I fail.,Negative,0
3562,Worked well for my purposes,Positive,1
3563,Love the reminder to log your habits,Positive,1
3564,Works well. The interface is a little odd. You have to scroll down to see all the graphs.,Negative,0
3565,Simple app that provides all I need to track habits. UI could use a refresher.,Negative,0
3566,This is closest to my expectations,Negative,0
3567,it works well for me,Positive,1
3568,It would be a very good choice for those who want a daily base motivation to make your way to build on the habbit..try not to break the streak of your habbit goals at any cost from which you can gain the max from this app . Well built interface with motivational images loved it❤,Positive,1
3569,Its useful,Positive,1
3570,Very helpful,Positive,1
3571,Would be perfect if you also have pomodoro/timer to do each task,Positive,1
3572,Good visual reminder and nice to see patterns of habit breaking,Positive,1
3573,I'm using the app for about a week. So far so wonderful :),Positive,1
3574,It is perfect.,Positive,1
3575,Simple and amazing app.,Positive,1
3576,Very good 😃,Positive,1
3577,Wonder full app,Negative,0
3578,Yes its nice,Positive,1
3579,Great app!,Positive,1
3580,Sweet and Simple,Positive,1
3581,It's easy to use and there is suggestion on how to use it efficiently,Positive,1
3582,Very good,Positive,1
3583,Great and useful App!!,Positive,1
3584,It's amazing. Very useful. I m happy to use it,Positive,1
3585,Simple & easy & exactly what I was looking for.,Positive,1
3586,Easy to use and exactly what I was looking for in a goal tracker.,Positive,1
3587,It's soooo good. ^-^♡,Positive,1
3588,Awesome app. Been using it to track my sobriety. Its been 3.8 years now. Best thing 5 habits tracking for free. Plus community support of like minded ppl. Great design and quotes and notifications. This and habithub are my favourites. Cheers.,Positive,1
3589,Very good,Positive,1
3590,মোর বড় বেশি ভালো লেগেছে,Negative,0
3591,I use it to track just a few things. Works nicely.,Positive,1
3592,Nice app,Positive,1
3593,It's good to help u maintain consistency,Positive,1
3594,Cool,Positive,1
3595,Great,Positive,1
3596,Life changing,Negative,0
3597,Very good,Positive,1
3598,I've had struggles with discipline and perseverance after lockdown. App helps.,Negative,0
3599,Great app guys,Positive,1
3600,Perfect app for trying to create good habits,Positive,1
3601,I like it... I can keep track of my actions,Positive,1
3602,Really good and simple to use and actually is helping me take my vitamins consistently,Positive,1
3603,It was great,Positive,1
3604,Simply good,Positive,1
3605,It motivates you to work,Negative,0
3606,Great !!!,Positive,1
3607,Excellent,Positive,1
3608,Perfect,Positive,1
3609,Pretty good app to track your habits,Positive,1
3610,I Keep coming back cuz it's got best balance of simple and versatile,Positive,1
3611,Very useful and helpful app. Straighforward and easy to navigate.,Positive,1
3612,I'm using the free version. Lets you have up to 5 habits. I like how customizable you can make the habit and what warrants success.,Positive,1
3613,Simple & effective. I've used this a lot over the past few years & found it extremely helpful. Strongly recommend.,Positive,1
3614,It pushes me from my comfort zone to do something important,Positive,1
3615,Very good.,Positive,1
3616,Gets the job done,Negative,0
3617,Easy to use and has notification reminders,Positive,1
3618,We appreciate your efforts to make this app soo complete and helpful. Thank you.,Positive,1
3619,Awesome app.,Positive,1
3620,Great habit tracker,Positive,1
3621,Nice,Positive,1
3622,Simple and easy...👍🏻,Positive,1
3623,Easy to use and effective,Positive,1
3624,Amazing app. It helped me to built winning habits. Changing life ❤ Thank you!,Positive,1
3625,Keeps track for ur life,Negative,0
3626,Best app to track your lifestyle and build powerful habits.,Positive,1
3627,Love this app!,Positive,1
3628,Perfect helper,Positive,1
3629,A good one,Positive,1
3630,Great app but why is the name and logo on Play Store different from the one on your phone?,Positive,1
3631,Absolutely love this app! Keeps me accountable and on track 😁,Positive,1
3632,Nice,Positive,1
3633,Funny sayings that get me motivated,Positive,1
3634,Awesome Great app⭐,Positive,1
3635,Easy to use.,Positive,1
3636,Great app! Works exactly like it says it would.,Positive,1
3637,Helps a data nerd who likes to track progress 😁,Positive,1
3638,Enjoying the app. Keeping me accountable. Doing well because I want a good report card lol.,Positive,1
3639,Love this app and use it everyday. Very simple and straight forward.,Positive,1
3640,Easy to use. Simple. What I was hoping for.,Positive,1
3641,The best I have ever used. The pop up reminders prevent me from skipping a day,Positive,1
3642,So easy to use.,Positive,1
3643,An awesome app,Positive,1
3644,Easy to use,Positive,1
3645,It's pretty simple and there are discussion boards where other people share their experience on similar experiences.,Positive,1
3646,Wonderful app. It helps a lot on trekking my progress and motivates me not to give up,Positive,1
3647,Good simple app. Does what it says and doesn't ask anything in return,Positive,1
3648,This has been a great experiment...i really like this app. I feel motivated to see the check marks and have feelings of confidence!,Positive,1
3649,I like this app. Would be good if you can implement option that allows miscellaneous days to count towards an activity. E.g perform a task 3 times a week (any non-specific day).,Positive,1
3650,Simple yet useful... what a great app,Positive,1
3651,Kisses for the developer,Positive,1
3652,Good basic no- frills app,Positive,1
3653,Super helpful and easy to use!,Positive,1
3654,I have some things that I struggle with. This app has helped me to look at patterns and shows me physically what is happening in my life. It's very easy to use and you can track multiple things at once. I recommend giving it a try. .,Positive,1
3655,So motivating! Wonderful app,Positive,1
3656,Very good,Positive,1
3657,I love this is apps.,Positive,1
3658,Great app to track all your different kinds of habits and activities.,Positive,1
3659,User friendly and highly customizable,Positive,1
3660,Loving this app. It keeps me organized and I make myself accountable. Having the widget is definitely a constant reminder.,Positive,1
3661,Good:),Positive,1
3662,I got the desired results with this app. Excellent app to create or change our habit.,Positive,1
3663,Good tool to track improvements,Positive,1
3664,Not overly complicated and fussy! Great app,Positive,1
3665,Too Good,Positive,1
3666,Grt app. Helps to focus on habits you need to cultivate so no need of time management.,Positive,1
3667,Very helpful app and easy to use!!!,Positive,1
3668,Useful and aesthetically pleasing.,Positive,1
3669,Great at Tracking Habits,Positive,1
3670,Love this app!!,Positive,1
3671,Great and useful,Positive,1
3672,Good one,Positive,1
3673,So helpful to visualize your habits,Positive,1
3674,Very excellent app to have track of our acitivites and to develop a new habit,Positive,1
3675,Very good app for keeping records of your habits.,Positive,1
3676,Realty good,Positive,1
3677,Good app,Positive,1
3678,Excellent indeed,Positive,1
3679,Very good app 👍 it's help me to change my bad habits 🤠,Positive,1
3680,So easy and fun!! Highly recommend,Positive,1
3681,Wonderful app,Positive,1
3682,Very nice app and easy to use!,Positive,1
3683,It's an awesome app ..if you really want to achieve a habit goal it really helps,Positive,1
3684,Perfect habit tracker for me. Simple and straightforward. Love it!,Positive,1
3685,I love this app. Allows me to track how many weeks in a row I can maintain new habits.,Positive,1
3686,A really great application. Well worth premium,Positive,1
3687,Greate app,Negative,0
3688,Just what I needed great app,Positive,1
3689,Its very useful to me Thank y very much for making useful this,Positive,1
3690,Super (wo) man......😒😒😒😒.... BTW....good app for building new habits😎,Positive,1
3691,amazing ! thank you,Positive,1
3692,Simple to set up and use.,Negative,0
3693,Excellent,Positive,1
3694,I hope this app help me on habit building,Positive,1
3695,Perfecto,Positive,1
3696,Great app to keep your habits on track ❤️,Positive,1
3697,User friendly,Positive,1
3698,The app reminders no longer work. Edit: they fixed it,Negative,0
3699,I love it! It does what it says it will.,Positive,1
3700,Very useful for keeping track of things I want to do,Positive,1
3701,Good app,Positive,1
3702,Excellent app to build habits.,Positive,1
3703,Easy to use... I find it really helpful 😉,Positive,1
3704,Its a really good app for tracking i really like it,Positive,1
3705,Awesome app,Positive,1
3706,What a useful app👌🏻😍 love it😍❤️,Positive,1
3707,Good,Positive,1
3708,The community on this is amazing,Positive,1
3709,Its a fine app that we can easily track our habits and manipulate our entire life by starting a new habbit or easily breack down any bad habbits .,Positive,1
3710,Easy to use,Positive,1
3711,The App helps to build good habits at a comfortable achievable pace,Positive,1
3712,Gud,Negative,0
3713,I like it,Positive,1
3714,Really useful for tracking and no annoying ads,Positive,1
3715,Does what it says it will do,Negative,0
3716,Awesome app.,Positive,1
3717,Keeps me reminded on my streak,Negative,0
3718,Higher app,Negative,0
3719,Cool App,Positive,1
3720,This app is supperb.....from india.🇮🇳🇮🇳🇮🇳,Negative,0
3721,I got a best friend in daily practice,Positive,1
3722,Just came here after you becoming sponsor of rewirs channel in utube Well I am thanks full that I got to know about this app by rewirs (that is also a very gud channel),Positive,1
3723,Well it works for me. Seem to be keeping up with my habit. Slowly introducing a new habit every 2-4 weeks and building up my habits.,Positive,1
3724,Easy to use.,Positive,1
3725,Awesome app,Positive,1
3726,Great aoo,Positive,1
3727,Really easy app to use.,Positive,1
3728,A very necessary app. It has changed my life very well. Thanks for creating this app.,Positive,1
3729,Awesome app.,Positive,1
3730,Latest update makes the widget not working,Negative,0
3731,Pay!,Negative,0
3732,The app sends too many notifications with annoying sound 😡,Negative,0
3733,Not very intuitive,Negative,0
3734,It takes forever to download,Negative,0
3735,I haven't even opened this app and it's already drained 30 percent of my battery! Wow. Waste of time and space.,Negative,0
3736,$50 for a simple app? No thanks.,Positive,1
3737,This is a really dumb app.,Negative,0
3738,This app automatically downloaded when i did not ask for it. Very intrusive.,Negative,0
3739,Is quite expensive,Negative,0
3740,Tested on 4 Android versions and devices: 1• Reminders only work with screen on & app in foreground (app doesn't stay in memory!) 2• Can't rearrange hero screen to move graphs to bottom. 3• Every notification 'Perform' button click= annoying popup to confirm AGAIN- can't be disabled!! 4• Needs option for notification X minutes AFTER task start/end (Users need notification to inform what to start PLUS notification option to confirm it's done (at the task end time.)) Subscibe when fixed!,Positive,1
3741,"This app will create a ""Review my tasks"" reminder when you launch it for the first time and by default will set the reminder to ""5 hours before"". This can mean it will wake you up in the middle of the night with this reminder playing a loud notification sound. It ignores the Do not disturb mode of the phone. It fails to show any visual notification so you will not know why your phone is making sounds in the middle of the night.",Negative,0
3742,Too complicated UI design. I just need a mindless tracker,Negative,0
3743,"Good app, but does not respect ""do not disturb"" mode and keeps waking me up every night. EDIT: the issue is fixed, giving the deserved 5 stars. EDIT2: this is not fixed, after all. Somehow this app not only not respects the do not disturb mode, but also manages to send notifications one hour after I fell asleep. Today it sounded around 4 am!!!",Positive,1
3744,I just cannot be notified. Please. Fix it. So I could give 5 stars.,Negative,0
3745,Don't offer to send notifications if you won't actually do it. That was the whole reason why I thought this would help me and it didn't. Will be uninstalling.,Positive,1
3746,Too much ads appeared out of no where.,Negative,0
3747,Key functionalities of the app are hidden behind a subscription of $6.50 per month with the best deal. Simply shameless.,Positive,1
3748,The app is amazing and has the perfect layout for a list RPG . But there's a subscription you have to pay for. Literally completely ruins the purpose of the app.,Positive,1
3749,"Notifications don't work. It's a shame, because I wanted to buy a subscription. [EDIT] Okay, I already know what's going on. The operating system of my smartphone is MIUI. This app's notifications work when the battery saver mode is turned off. At the same time, in the application settings I have the option: ""No restrictions - battery saver doesn't restrict app's activity."" Other applications similar to this one (ToDo, habits) work with this option and at the same time enable battery saving.",Negative,0
3750,The app doesn't notify me when the task is ready to do. Please fix it or tell me what to do. Only when runs the app tasks work.,Positive,1
3751,Rs1050 have been deducted from my account twice for yearly subscription but in the app its showing that i have not purchased any subscription yet,Negative,0
3752,It seems the app is not build for longer and more complex use. It looks like it can be used for people that plan to follow and develop their behaviour but the level of this app is of a game. Takes too long for resolving the bugs and no reaction to feedback. App crashes when using the calendar options. This should not happend when using payed version of the app. Waiting for improvement or giving up using and paying for this app.,Positive,1
3753,Подписка на полгода пропала сразу же после переустановки приложения.,Negative,0
3754,I'm sure the dev is well intended. Just no for me. UX is terrible.,Positive,1
3755,"DON'T download. After installation my calendar was FULL of commercials! ""You won an iPhone"" events with alarms.",Negative,0
3756,Tasks don't update their descriptions until you quit and re-open. Can't set more than 7 tasks without paying an absurdly expensive weekly subscription,Negative,0
3757,"read a negative review which had a reply to someone calling out the subscription, they said all ""major"" features are available for free. No, no they aren't you can't access the calendar at all it's an entire tab on the bottom of the app it's pretty ""major"" in my book",Positive,1
3758,The pop up adverts are so loud ... Terible !,Negative,0
3759,Decent app but repeatedly asking me to pay a monthly subscription for a fancy to-do list is completely unacceptable. Take no for an answer.,Negative,0
3760,very bad experience,Negative,0
3761,Couldn't figure out how to set reminder times won't do anything other then am,Negative,0
3762,kicks me out of the game instantly. Not for me.,Negative,0
3763,notification not working,Negative,0
3764,Crashes on android 4.4 (miui 9),Negative,0
3765,Buggy! Won't let me edit rewards. No.,Positive,1
3766,"Auto-fail only works if you go to each task? That's not auto fail. Makes no 
sense. Might as well go back to Life RPG. that feature was the only reason 
I even tried this. Subscription model ridiculous. Why would I pay a MONTHLY 
fee for some icons? They are helpful icons & necessary mostly, but that's 
just ridiculously expensive for some icons. A one time fee is reasonable. 
Even if it was like $5. I wanted to like this app, but this got in the way.",Negative,0
3767,My entire plan was suddenly removed,Negative,0
3768,This is worst task game in my life,Negative,0
3769,Somehow bought it's own subscription? Then I had trouble cancelling. Was enjoying til it stole my money. I never saw any payment authorization window.,Negative,0
3770,Uninstall app that wants sell me every small feature  ✔DONE,Negative,0
3771,One of the worst in the genre,Negative,0
3772,"This app is very, very, very sexist. When you start the app up and go into the ""icon"" menu for the avatar of your ""hero"" character, the vast majority of the icons possibile to select are definitively male.   Worse yet is that all of the ones 'intresting' in thier design - or portray something such as the workplace are entirely male.  The few female icons avalible - more than half not even on their own- are showing an entirely narrow view with a subservient feeling in thier portrayal.   The developers of this app should be ashamed of such blatant misogyny.",Negative,0
3773,Way too complicated to use. This app could be so much simpler. The time I've wasted on it is time I could be doing tasks.,Negative,0
3774,It's not well organized. I couldn't organize my schedule nicely. I think it should be more simple and easy. Also reminder didn't work and i don't know why.,Positive,1
3775,auto fail doesn't work properly. Subtasks don't work properly for repeated goals.,Negative,0
3776,Very useful but completely loses it's value when you don't get notifications of tasks that you need to do even though you put multiple notifications you could get one and none of the others. Other times you don't even get any I mean how are you supposed to stay on time on certain tasks when you don't even get the reminder? Please fix this problem.,Positive,1
3777,Nice idea for an app but don't like the fact that you can't customize the hero to be a woman. Also think the interface could do with an upgrade for a better user experience and the app could do with a lot more refining over all to improve it. Edit - but there are no female icons.,Positive,1
3778,"So cool, but insanely expensive. Also, wasn't clear how to get started even with the manual. I have no reading comprehension issues, there is just no ""getting started"" section or similar. Then I saw the fees, $50?! WOW that is high! I hate when people gripe that they're asked to pay for apps & am a big fan of supporting developers, but $50 is nuts. This isn't a service one subscribes to, ex. Spotify, and $50 is NUTS to purchase an app. Not trying to be mean & am fine paying but $50 is way high.",Positive,1
3779,A chore to figure out,Negative,0
3780,notifiction is not working properly. When I set a task reminder when it is near finish dead line. App doesnot send me task notification about its deadline. Not Working,Negative,0
3781,I had to put in all the info,Negative,0
3782,"I started getting notifications but all came at the same time instead of their specified times, so just removed them and no longer use. Biggest feature I would like see fixed is there seem to be issues with using the ""Today"" option for the task list Widget. Sometimes will only show one task and sometimes when I can complete all my tasks, the next day the list doesn't refresh, still says ""All tasks are done!""",Positive,1
3783,I liked it but most of intresting features was unable until you purchase them.,Positive,1
3784,"Do you love apps that design their experience to be poor unless you pay ongoing ""subscriptions"" for static feature sets that make the experience barely tolerable? Do you prefer having money siphoned from your account over and over again instead of paying a single small fee once for an app, like we used to see? Then this is the app for you! Add one more debit to your bank account they hope you'll forget about (and statistically speaking - you will) for a stagnant app you'll forget about in a week",Positive,1
3785,It is complicated.,Negative,0
3786,Price is very high for Indian users. We don't get 1/10 of what a US citizen gets paid here so there app subscriptions at such prices don't make a sense.,Negative,0
3787,Is a pretty good app but it's got a pretty big issue which is how is it going to keep track of how many things I've done every day if it counts the current activity as if it was done the last corresponding day?,Positive,1
3788,Quite good one but I prefer single purchase option. But seriously I like the statistics. Well I saw it automatically logs out and not doing backup.,Positive,1
3789,I'm not interested in subscriptions. One time fee would be fine by me.,Positive,1
3790,Kind of ha are to get the hang of. Maybe I'm just stupid! IDK!! But I never did figure it out...,Positive,1
3791,Convoluted way of editing sub tasks and the undo button only works in te immediate moment after checking. Stats can't be reset. All the little thingd take a long time to set up due to the way interface is handled. It's also weird how 'done' can't be hidden.,Negative,0
3792,"doesn't do what I need it to do with setting recurring alarms, such as every 3 hours forever. it just says ""how many times"" do you want this to repeat but doesn't let you choose hourly. Just daily, weekly, etc.",Negative,0
3793,"Repeats tick now...however I encountered another problem. There's no way to restore ""purchases"". Meaning if you subscribe and than reset/wipe the app or your phone, you can't use the subscription features anymore. And to get it back you have to completely resubscribe.",Negative,0
3794,The ads on this app are cancerous and the subscription model for this type of app is ludicrous. Charge a single flat rate.  If the style does change to flat rate/ad free I'll gladly change my review.,Positive,1
3795,So you reskinned LifeRPG? What's different here?,Negative,0
3796,Refreshing tasks is a nightmare,Negative,0
3797,Not a movable app,Negative,0
3798,This is not an rpg!?!?!?! This is a goal tracker with an avatar. Ffs. So Useless.,Negative,0
3799,Needs a dark mode.,Negative,0
3800,"Almost perfect... I only wish it had more to do with the ""game"" aspect. It's basically a to-do list or planner. Sure, it gives you some ""gold"" and experience points based on your completed tasks, but they amount to nothing, as there is nothing to do with either once collected. No built-in items to purchase, no character creation or customisation... disappointing. That being said, the tasks are easy to create and customise. I feel more organised than usual. So, thanks, I guess.",Positive,1
3801,I tried to set task to only do wednesday and friday and it wouldent work so I uninstaled. Apart from that its a good app.,Positive,1
3802,Not for me. I was hoping for something with an alarm. Doesn't help if I don't get a reminder. Looks interesting though,Positive,1
3803,"This app is incredibly unintuitive. Attempting to create an event with specific start and end dates is overcomplicated. I still can't get the ""specific dates"" option to function properly in the calendar. The app freezes if you delete the preset characteristics. This should not have left beta with so many duplication errors. Please fix this. I regret paying for this app. Edit: Additionally, deleting an occurrence of a reoccurring task only ones previous entries in it's place.",Negative,0
3804,Działa ale zwykła aplikacja habits naprawdę wystarczy,Negative,0
3805,Application is superb with only 1 big exception which outguns every good thing - Duplicate Task feature doesn't duplicate any of the underlying subtasks but just links them under the duplicated Tasks. So you cannot create a Template Task which could be used to create other similar deep Task structures for quicker task creation with similar structures. This is a must have feature if you really want to let users use this app deeply and consistently. Without this i will be forced to look at less,Positive,1
3806,"This seems like a great app, but if you fall off the wagon or take a long vacation, with dozens of daily tasks, then there's no realistic way to recover, because you have to dismiss potentially thousands of pass/fails until you can get a list of just current and relevant tasks remaining for today. Multi-select helps, but still no good after a summer break, or older user with a 12 tasks triggering daily for a year = 4380 to dismiss by tapping each one. Could solve with a ""Select All"" feature.",Positive,1
3807,Guys I really love this app and feature am.bkt confused of putting repeated reminder as am use to it and I love that reminder alarm to make me awake all the time I miss something. I can't find that or else please help me guiding for that..and also upload more videos on YouTube for new users to understand as you guys have hardly any video,Positive,1
3808,I don't know how useful this will be yet. But I should point out that subscribing to your Instagram shouldn't be an infinitely repeatable task xD,Positive,1
3809,"Fine for ""Daily grind"" tasks, but a hassle for spontaneous tasks. Not for those who lack patience. Like the design tho :)",Positive,1
3810,"The presentation is slick, highly customizable and the skills and characteristics offer an encouraging meta to ""just do one more thing before bed time"". Liking it! It would have been an easy 5 star if not for the widgets. Unfortunately they do not continue the established level of customizability. Especially rescaling elements of the Ui of ""All Tasks"" to fit it into a smaller screen is missing. Further, there is a bug that ""All tasks are done"" after clicking away two tasks. Oxygen OS 10.3.3",Positive,1
3811,Too difficult,Negative,0
3812,This could have been the one but I can't take pictures.,Negative,0
3813,Too much lag & freezing,Negative,0
3814,Good,Positive,1
3815,Same review as rpg gamify,Negative,0
3816,Good app and I like the setups that are already prepared for when u log in. My problem with the app is that it's too overwhelming. Too many things to manage and for my easily distracted and anxious brain it's too much. As constructive that can actually be applied--please make it so the tasks actually leave the list ocne they are completed. Some are infinite and its difficult to focus on what needs to be done. Otherwise. Good job on this app it's well made.,Positive,1
3817,"This is a re-review. This could be the best habit tracker, goal setter and task manager, with some really great features like nested lists and smart/auto grouping and a very versatile repeat task setup. Just don't confuse the 'game' in RPG for any actual gameplay; but it does have a very elaborate character design and advancement system, that deserves recognition, allowing for a well rounded and unique hero which grows with every task performed in the user's daily life. However Do It Now does hamstring itself by overlooking some very important integral functionality. Firstly there is no way to order the tasks set out in any of the groups. After a solid month of use, building some projects with subtasks which had subtasks, and setting up several habit based routines, the lack of prioritisation or task ordering created a confusing clutter of items which looked no different from the next. While auto-grouping and smart grouping should have been able to help sort that out the lack of ability for the user to remove any task from these groups meant every task appeared, once again losing the important ones in the clutter. User defined groups could only contain the items specifically placed in them- but once again a large project with a number of different aspects can not be ordered into a sensible linear series.. With no social aspect currently attached to the app (as at ver 2.23.0) there is no task sharing. There is also no designated pc/mac/linux front end for desktop syncing. Finally it's expensive as apps go. A one off of $75 will get the full version, or about $2.50 a month (paid yearly), which removes ads and gives calendar access. Original review: ""A good way to make the tedium of self regulation a bit more fun. Being able to plan to skip things when away from regular activities is handy. It would be nice to see characteristic and skill based modifiers affect related task improvements as they raise and subtask attached leader.""",Positive,1
3818,"Was really looking for an app that lets me have multiple repeats for a task within the same day, everyday. Duplicating a task multiple times and then making those into subtasks seems to be the only way, but it clutters up the task list (like 8 lines so I'm reminded to drink 8 glasses of water) and then subtasks show up twice in the daily list, both within and outside of the main task. I thought the ""repeat every 1 day, 8 times"" custom setting might work, but it's a different function.",Positive,1
3819,I am in love with this app so far. I wish there was an iOS version available to connect with my friends though... I would recommend this to everyone otherwise! 3 stars for now due to limited availability.,Positive,1
3820,App itself is nice but needs a lot of polish. Right now it's kind of a bugfest.,Positive,1
3821,App crashing a lot. Do look into it and solve the problem asap.,Negative,0
3822,A very good but incomplete idea. There is no way to track time spent on certain habits. there is a big difference between doing 5 minutes of something and doing it for 1 hour... Besides the statistics are super limited and basic.,Positive,1
3823,The fact there are no predefined tasks makes it super hard to use. Or rather this will work if user can just define the task (quest) easily. Or maybe we can import (by purchasing) some set of quests. For me it is still quite confusing and hard to manage with all the options offered. would be use it furthere more if not too complicated,Positive,1
3824,It would be great if the notifications actually works!! I don't get notified by any task I put in at all,Positive,1
3825,Ok but doesn't feel too user friendly and kinda weird that the calendar is behind a paywall,Positive,1
3826,"Setting things up can be a bit confusing but overall it's good. The notifications aren't working on my phone, and when setting the task to something that can be completed all day, I'd like to be able to set times for me to get notifications about it without having to do the weird ""give me a notification 12 hours before"" The whole point of me getting a to-do list app was to have not only a list, but reminders, so until the notifications work I'll have to resort to a different app.",Positive,1
3827,Asks for a subscription to get all the features. I'd pay a one time fee only. Guess you don't want my money bad enough. Edit: yes I know which is why you got a negative review. I like your app. I don't like paying subs. I raised u to 3 stars for taking this so we'll. All to often devs get all butt hurt. Add a feature to buy a lifetime license even if it's 20 dollars and I'll buy it. Or give us an option to see ads without a sub at least. Cheers. Do this than 5 stars.,Negative,0
3828,reminder doesn't work,Negative,0
3829,"There could be any difference between gold that we earn. If my rewards are ""cheat meal"" and ""netflix episode"" and tasks are ""run 10 km"" and ""read a book"", it shouldn't be able to get a cheat meal reward for reading a book...",Positive,1
3830,It crossed my mind to buy the full version but then i saw they want a monthly payment. Why not just make it $5 lifetime? Seems like a good app not sure who copied who with liferpg seems too similar.,Positive,1
3831,Everything requires you to pay money might as well make it a paid game instead of deceiving people for a free app,Positive,1
3832,i love the concept but i would love to see a list of suggested 'to dos' cuz i can never think of things to do,Positive,1
3833,The app is great but after using awhile it start to lag.,Positive,1
3834,Too much paid only,Negative,0
3835,This app is great but the setting of the aims and the tasks takes a long period of time therefore it eats up your productivity,Positive,1
3836,Needs fixes... Like the repetition is screwed also the generate habit... Looks like the developers don't use it themselves.,Positive,1
3837,Suggestion: Can tasks take things from the inventory? Maybe some items can only be acquired through achievements and those items are needed to complete a task.,Negative,0
3838,"Don't like it very much, but I think it's just not for me. It's very complex and deep with tasks and such (I could even set the percentage of fear for a task... What??) so I didn't get very far before I just said ""forget it"". My life is too busy for such complexity.",Negative,0
3839,"You're good guys. Your efforts are admirable Please consider making the app 
available to milions of people and support ""rtl"".",Positive,1
